iso_a0,pais,adm_1_name,ano,mes,tmax_promedio,tmin_promedio,precipitacion,humedad_promedio
ECU,Ecuador,MORONA SANTIAGO,2020,2,26.71,14.5,3.77,85.99
ECU,Ecuador,MORONA SANTIAGO,2020,3,26.85,15.27,1.96,84.46
ECU,Ecuador,MORONA SANTIAGO,2020,4,25.52,13.71,8.64,85.91
ECU,Ecuador,MORONA SANTIAGO,2020,5,25.18,11.92,9.26,87.86
ECU,Ecuador,MORONA SANTIAGO,2020,6,24.31,12.49,6.17,86.02
ECU,Ecuador,MORONA SANTIAGO,2020,7,24.48,12.42,3.98,83.56
ECU,Ecuador,MORONA SANTIAGO,2020,8,26.77,11.6,0.85,76.28
ECU,Ecuador,MORONA SANTIAGO,2020,9,27.53,13.24,2.45,75.4
ECU,Ecuador,MORONA SANTIAGO,2020,10,27.31,13.43,1.38,74.86
ECU,Ecuador,MORONA SANTIAGO,2020,11,28.23,15.58,1.46,79.55
ECU,Ecuador,MORONA SANTIAGO,2020,12,25.77,14.53,4.33,83.53
ECU,Ecuador,MORONA SANTIAGO,2021,1,26.24,13.78,6.31,85.15
ECU,Ecuador,MORONA SANTIAGO,2021,2,26.82,14.88,7.01,86.03
ECU,Ecuador,MORONA SANTIAGO,2021,3,25.98,14.08,6.81,88.35
ECU,Ecuador,MORONA SANTIAGO,2021,4,25.06,14.16,8.27,87.24
ECU,Ecuador,MORONA SANTIAGO,2021,5,24.77,13.49,6.63,85.72
ECU,Ecuador,MORONA SANTIAGO,2021,6,24.57,12.03,8.27,85.1
ECU,Ecuador,MORONA SANTIAGO,2021,7,25.35,10.92,1.96,81.58
ECU,Ecuador,MORONA SANTIAGO,2021,8,26.32,12.7,1.3,74.76
ECU,Ecuador,MORONA SANTIAGO,2021,9,27.0,13.88,1.12,70.93
ECU,Ecuador,MORONA SANTIAGO,2021,10,28.27,14.41,5.05,79.82
ECU,Ecuador,MORONA SANTIAGO,2021,11,25.64,14.49,6.95,85.25
ECU,Ecuador,MORONA SANTIAGO,2021,12,26.31,14.48,8.3,87.86
ECU,Ecuador,MORONA SANTIAGO,2022,1,25.52,14.02,3.19,84.49
ECU,Ecuador,MORONA SANTIAGO,2022,2,25.15,14.91,5.17,87.05
ECU,Ecuador,MORONA SANTIAGO,2022,3,24.95,14.23,7.32,88.49
ECU,Ecuador,MORONA SANTIAGO,2022,4,25.06,13.41,6.92,86.36
ECU,Ecuador,MORONA SANTIAGO,2022,5,24.01,12.46,6.67,86.32
ECU,Ecuador,MORONA SANTIAGO,2022,6,23.92,11.91,7.39,86.01
ECU,Ecuador,MORONA SANTIAGO,2022,7,23.47,12.53,6.98,84.45
ECU,Ecuador,MORONA SANTIAGO,2022,8,26.03,12.22,3.63,80.42
ECU,Ecuador,MORONA SANTIAGO,2022,9,27.77,12.71,4.64,73.15
ECU,Ecuador,MORONA SANTIAGO,2022,10,27.12,12.63,7.0,81.44
ECU,Ecuador,MORONA SANTIAGO,2022,11,27.35,13.36,5.47,83.09
ECU,Ecuador,MORONA SANTIAGO,2022,12,27.44,14.28,5.22,83.8
ECU,Ecuador,NAPO,2010,1,17.71,4.8,1.67,86.14
ECU,Ecuador,NAPO,2010,2,17.74,6.12,4.45,86.96
ECU,Ecuador,NAPO,2010,3,17.69,5.08,4.13,86.64
ECU,Ecuador,NAPO,2010,4,17.15,4.95,7.02,88.59
ECU,Ecuador,NAPO,2010,5,17.56,5.37,3.45,88.45
ECU,Ecuador,NAPO,2010,6,14.56,1.54,1.98,89.4
ECU,Ecuador,NAPO,2010,7,15.49,2.83,2.11,88.63
ECU,Ecuador,NAPO,2010,8,14.89,1.83,0.87,86.5
ECU,Ecuador,NAPO,2010,9,17.54,2.5,2.48,84.77
ECU,Ecuador,NAPO,2010,10,18.29,3.53,2.69,85.08
ECU,Ecuador,NAPO,2010,11,19.05,4.62,5.98,86.88
ECU,Ecuador,NAPO,2010,12,16.89,4.03,5.6,87.76
ECU,Ecuador,NAPO,2011,1,16.1,4.39,4.59,86.98
ECU,Ecuador,NAPO,2011,2,16.33,4.69,6.4,87.71
ECU,Ecuador,NAPO,2011,3,17.35,3.39,4.33,85.89
ECU,Ecuador,NAPO,2011,4,15.95,4.5,9.33,89.06
ECU,Ecuador,NAPO,2011,5,17.04,4.54,3.06,89.18
ECU,Ecuador,NAPO,2011,6,16.1,2.91,2.27,89.61
ECU,Ecuador,NAPO,2011,7,14.36,3.14,3.46,89.63
ECU,Ecuador,NAPO,2011,8,15.97,3.65,2.15,87.26
ECU,Ecuador,NAPO,2011,9,16.37,3.5,2.24,87.05
ECU,Ecuador,NAPO,2011,10,17.84,3.88,3.82,83.35
ECU,Ecuador,NAPO,2011,11,18.32,4.2,4.21,84.93
ECU,Ecuador,NAPO,2011,12,16.42,3.85,4.19,88.17
ECU,Ecuador,NAPO,2012,1,16.84,2.77,7.15,88.37
ECU,Ecuador,NAPO,2012,2,16.74,4.94,6.78,88.0
ECU,Ecuador,NAPO,2012,3,15.7,4.86,7.09,90.02
ECU,Ecuador,NAPO,2012,4,16.28,4.09,7.75,89.24
ECU,Ecuador,NAPO,2012,5,14.93,4.14,3.59,90.64
ECU,Ecuador,NAPO,2012,6,15.01,3.7,2.73,89.92
ECU,Ecuador,NAPO,2012,7,13.82,2.59,2.14,89.63
ECU,Ecuador,NAPO,2012,8,16.15,0.23,1.56,86.36
ECU,Ecuador,NAPO,2012,9,16.4,1.9,1.57,85.96
ECU,Ecuador,NAPO,2012,10,16.25,4.24,4.19,86.25
ECU,Ecuador,NAPO,2012,11,18.88,5.61,4.93,86.04
ECU,Ecuador,NAPO,2012,12,18.45,4.72,2.53,86.81
ECU,Ecuador,NAPO,2013,1,17.15,5.8,3.29,88.15
ECU,Ecuador,NAPO,2013,2,16.08,4.46,6.78,88.55
ECU,Ecuador,NAPO,2013,3,16.66,4.82,5.32,88.8
ECU,Ecuador,NAPO,2013,4,17.86,2.5,5.13,86.56
ECU,Ecuador,NAPO,2013,5,16.06,5.16,6.18,89.62
ECU,Ecuador,NAPO,2013,6,14.57,3.19,2.47,90.02
ECU,Ecuador,NAPO,2013,7,13.89,3.87,2.53,90.62
ECU,Ecuador,NAPO,2013,8,14.5,1.67,2.32,88.94
ECU,Ecuador,NAPO,2013,9,16.34,2.92,2.05,86.44
ECU,Ecuador,NAPO,2013,10,18.78,3.97,4.62,86.17
ECU,Ecuador,NAPO,2013,11,18.72,4.54,2.82,85.01
ECU,Ecuador,NAPO,2013,12,18.93,4.53,3.26,87.41
ECU,Ecuador,NAPO,2014,1,16.21,4.2,5.36,88.04
ECU,Ecuador,NAPO,2014,2,16.65,4.77,3.7,88.46
ECU,Ecuador,NAPO,2014,3,18.9,3.94,3.72,87.8
ECU,Ecuador,NAPO,2014,4,15.93,4.41,1.2,88.04
ECU,Ecuador,NAPO,2014,5,16.75,5.6,5.65,88.42
ECU,Ecuador,NAPO,2014,6,14.98,3.7,2.62,90.01
ECU,Ecuador,NAPO,2014,7,15.2,3.67,1.68,89.9
ECU,Ecuador,NAPO,2014,8,14.42,2.13,1.91,87.59
ECU,Ecuador,NAPO,2014,9,16.42,3.02,2.44,86.21
ECU,Ecuador,NAPO,2014,10,17.44,2.33,4.39,86.93
ECU,Ecuador,NAPO,2014,11,18.6,4.1,4.28,87.1
ECU,Ecuador,NAPO,2014,12,17.88,4.99,3.03,86.84
ECU,Ecuador,NAPO,2015,1,16.2,4.85,5.84,88.28
ECU,Ecuador,NAPO,2015,2,17.35,4.26,6.21,88.57
ECU,Ecuador,NAPO,2015,3,16.35,5.15,7.27,88.61
ECU,Ecuador,NAPO,2015,4,16.21,5.39,7.88,90.06
ECU,Ecuador,NAPO,2015,5,15.98,5.41,5.64,90.65
ECU,Ecuador,NAPO,2015,6,14.57,3.89,4.36,91.82
ECU,Ecuador,NAPO,2015,7,14.63,3.14,4.25,90.49
ECU,Ecuador,NAPO,2015,8,14.25,3.09,3.17,89.36
ECU,Ecuador,NAPO,2015,9,15.62,3.07,2.24,86.81
ECU,Ecuador,NAPO,2015,10,16.85,4.11,4.59,86.86
ECU,Ecuador,NAPO,2015,11,18.81,3.34,7.26,87.62
ECU,Ecuador,NAPO,2015,12,16.05,3.63,4.2,88.7
ECU,Ecuador,NAPO,2016,1,18.08,5.47,3.25,86.8
ECU,Ecuador,NAPO,2016,2,17.56,6.08,4.81,89.2
ECU,Ecuador,NAPO,2016,3,17.83,6.52,7.64,89.12
ECU,Ecuador,NAPO,2016,4,17.61,5.13,7.09,89.04
ECU,Ecuador,NAPO,2016,5,16.39,5.28,6.38,90.51
ECU,Ecuador,NAPO,2016,6,14.3,4.21,6.53,91.29
ECU,Ecuador,NAPO,2016,7,13.82,3.35,4.12,90.49
ECU,Ecuador,NAPO,2016,8,14.87,1.29,2.14,88.35
ECU,Ecuador,NAPO,2016,9,16.92,3.31,6.14,87.76
ECU,Ecuador,NAPO,2016,10,17.06,3.11,4.62,86.7
ECU,Ecuador,NAPO,2016,11,18.77,4.99,5.93,86.66
ECU,Ecuador,NAPO,2016,12,17.7,4.69,4.59,88.16
ECU,Ecuador,NAPO,2017,1,16.73,4.14,8.13,88.14
ECU,Ecuador,NAPO,2017,2,16.97,4.38,6.09,87.06
ECU,Ecuador,NAPO,2017,3,15.86,5.22,8.28,89.49
ECU,Ecuador,NAPO,2017,4,17.1,4.87,5.48,89.12
ECU,Ecuador,NAPO,2017,5,15.17,4.51,7.46,90.06
ECU,Ecuador,NAPO,2017,6,14.41,3.99,6.51,90.53
ECU,Ecuador,NAPO,2017,7,16.78,2.44,3.66,90.47
ECU,Ecuador,NAPO,2017,8,15.12,1.92,3.7,88.5
ECU,Ecuador,NAPO,2017,9,15.82,1.13,3.62,87.04
ECU,Ecuador,NAPO,2017,10,16.66,5.32,3.55,87.78
ECU,Ecuador,NAPO,2017,11,18.92,4.96,5.28,87.59
ECU,Ecuador,NAPO,2017,12,17.5,5.09,6.2,88.23
ECU,Ecuador,NAPO,2018,1,16.83,4.3,6.75,88.94
ECU,Ecuador,NAPO,2018,2,17.21,4.05,6.06,88.65
ECU,Ecuador,NAPO,2018,3,15.88,4.81,6.57,89.67
ECU,Ecuador,NAPO,2018,4,15.59,5.2,6.32,89.77
ECU,Ecuador,NAPO,2018,5,16.4,4.93,6.37,90.59
ECU,Ecuador,NAPO,2018,6,14.34,3.48,5.55,91.07
ECU,Ecuador,NAPO,2018,7,13.81,2.25,4.14,90.49
ECU,Ecuador,NAPO,2018,8,14.38,2.92,3.49,89.45
ECU,Ecuador,NAPO,2018,9,16.14,1.56,2.25,86.85
ECU,Ecuador,NAPO,2018,10,17.53,5.26,5.08,87.63
ECU,Ecuador,NAPO,2018,11,16.63,5.51,7.15,88.64
ECU,Ecuador,NAPO,2018,12,17.37,3.23,3.57,88.53
ECU,Ecuador,NAPO,2019,1,16.6,4.28,4.64,88.95
ECU,Ecuador,NAPO,2019,2,16.77,6.22,5.61,89.88
ECU,Ecuador,NAPO,2019,3,16.35,5.49,5.09,89.4
ECU,Ecuador,NAPO,2019,4,16.94,5.36,6.7,89.67
ECU,Ecuador,NAPO,2019,5,15.71,3.73,5.84,89.79
ECU,Ecuador,NAPO,2019,6,15.09,2.05,6.23,91.7
ECU,Ecuador,NAPO,2019,7,14.63,2.26,3.81,90.62
ECU,Ecuador,NAPO,2019,8,14.12,1.8,2.34,89.91
ECU,Ecuador,NAPO,2019,9,15.79,3.23,2.41,87.7
ECU,Ecuador,NAPO,2019,10,16.16,3.68,6.06,88.5
ECU,Ecuador,NAPO,2019,11,16.7,4.61,6.02,88.64
ECU,Ecuador,NAPO,2019,12,16.64,5.18,5.73,89.34
ECU,Ecuador,NAPO,2020,1,19.2,3.51,3.1,87.32
ECU,Ecuador,NAPO,2020,2,17.24,4.55,3.99,87.63
ECU,Ecuador,NAPO,2020,3,17.78,3.93,2.8,88.68
ECU,Ecuador,NAPO,2020,4,16.46,4.07,6.0,88.97
ECU,Ecuador,NAPO,2020,5,16.94,4.47,7.13,91.04
ECU,Ecuador,NAPO,2020,6,14.84,4.3,4.26,90.24
ECU,Ecuador,NAPO,2020,7,14.1,1.5,3.33,89.9
ECU,Ecuador,NAPO,2020,8,16.1,2.05,1.45,86.69
ECU,Ecuador,NAPO,2020,9,16.52,3.89,1.68,87.17
ECU,Ecuador,NAPO,2020,10,18.42,4.34,3.28,85.79
ECU,Ecuador,NAPO,2020,11,19.61,4.61,3.08,85.73
ECU,Ecuador,NAPO,2020,12,16.96,4.78,5.76,88.04
ECU,Ecuador,NAPO,2021,1,16.06,3.5,7.42,89.0
ECU,Ecuador,NAPO,2021,2,16.92,4.66,6.05,89.3
ECU,Ecuador,NAPO,2021,3,16.71,4.36,7.76,88.54
ECU,Ecuador,NAPO,2021,4,16.35,5.26,7.28,90.34
ECU,Ecuador,NAPO,2021,5,16.73,4.48,6.65,90.31
ECU,Ecuador,NAPO,2021,6,14.63,3.28,8.24,90.75
ECU,Ecuador,NAPO,2021,7,14.1,1.29,1.54,90.63
ECU,Ecuador,NAPO,2021,8,15.38,1.29,1.39,88.38
ECU,Ecuador,NAPO,2021,9,15.32,2.2,1.71,86.9
ECU,Ecuador,NAPO,2021,10,16.47,5.16,6.38,87.76
ECU,Ecuador,NAPO,2021,11,17.52,5.17,6.36,88.44
ECU,Ecuador,NAPO,2021,12,17.05,4.63,6.47,89.72
ECU,Ecuador,NAPO,2022,1,17.33,3.8,3.47,87.22
ECU,Ecuador,NAPO,2022,2,16.41,4.25,5.42,89.49
ECU,Ecuador,NAPO,2022,3,16.64,5.61,11.14,88.95
ECU,Ecuador,NAPO,2022,4,17.08,4.72,7.75,90.16
ECU,Ecuador,NAPO,2022,5,15.85,4.21,6.1,91.2
ECU,Ecuador,NAPO,2022,6,14.86,3.01,6.26,91.15
ECU,Ecuador,NAPO,2022,7,14.66,3.61,5.45,90.99
ECU,Ecuador,NAPO,2022,8,16.11,0.97,2.8,88.65
ECU,Ecuador,NAPO,2022,9,17.41,2.75,3.05,84.54
ECU,Ecuador,NAPO,2022,10,18.94,3.81,7.32,87.84
ECU,Ecuador,NAPO,2022,11,17.82,5.3,4.92,87.29
ECU,Ecuador,NAPO,2022,12,17.79,4.19,3.79,86.53
ECU,Ecuador,ORELLANA,2010,1,31.55,21.8,3.45,86.45
ECU,Ecuador,ORELLANA,2010,2,31.82,22.07,7.19,89.1
ECU,Ecuador,ORELLANA,2010,3,31.15,21.22,6.19,89.9
ECU,Ecuador,ORELLANA,2010,4,30.08,21.37,7.49,91.29
ECU,Ecuador,ORELLANA,2010,5,31.03,20.19,3.78,89.62
ECU,Ecuador,ORELLANA,2010,6,29.64,20.05,2.1,88.11
ECU,Ecuador,ORELLANA,2010,7,30.21,19.37,2.17,88.05
ECU,Ecuador,ORELLANA,2010,8,33.35,19.18,1.53,80.65
ECU,Ecuador,ORELLANA,2010,9,33.63,20.25,4.54,83.59
ECU,Ecuador,ORELLANA,2010,10,31.99,20.64,7.14,87.76
ECU,Ecuador,ORELLANA,2010,11,30.45,21.19,7.53,92.62
ECU,Ecuador,ORELLANA,2010,12,29.4,20.94,9.2,92.1
ECU,Ecuador,ORELLANA,2011,1,30.14,20.72,6.05,89.38
ECU,Ecuador,ORELLANA,2011,2,30.04,20.64,7.44,90.8
ECU,Ecuador,ORELLANA,2011,3,29.37,21.28,7.27,91.6
ECU,Ecuador,ORELLANA,2011,4,29.35,20.99,13.01,92.52
ECU,Ecuador,ORELLANA,2011,5,29.41,19.77,8.8,92.38
ECU,Ecuador,ORELLANA,2011,6,29.26,20.15,8.14,91.87
ECU,Ecuador,ORELLANA,2011,7,29.22,20.48,8.45,91.66
ECU,Ecuador,ORELLANA,2011,8,30.54,19.94,5.75,88.16
ECU,Ecuador,ORELLANA,2011,9,30.24,20.36,4.93,87.71
ECU,Ecuador,ORELLANA,2011,10,30.14,20.97,5.36,90.64
ECU,Ecuador,ORELLANA,2011,11,29.46,20.63,9.1,91.8
ECU,Ecuador,ORELLANA,2011,12,29.59,21.08,7.98,90.33
ECU,Ecuador,ORELLANA,2012,1,30.8,20.79,6.33,90.53
ECU,Ecuador,ORELLANA,2012,2,29.46,20.45,9.0,90.62
ECU,Ecuador,ORELLANA,2012,3,30.03,20.69,15.32,91.79
ECU,Ecuador,ORELLANA,2012,4,29.81,20.99,9.03,92.28
ECU,Ecuador,ORELLANA,2012,5,29.0,19.6,9.1,92.03
ECU,Ecuador,ORELLANA,2012,6,29.52,19.05,8.39,91.22
ECU,Ecuador,ORELLANA,2012,7,29.33,18.68,11.17,91.34
ECU,Ecuador,ORELLANA,2012,8,29.83,19.46,4.94,87.73
ECU,Ecuador,ORELLANA,2012,9,30.41,19.71,6.44,87.67
ECU,Ecuador,ORELLANA,2012,10,30.69,20.72,6.06,90.46
ECU,Ecuador,ORELLANA,2012,11,30.71,21.0,6.66,91.32
ECU,Ecuador,ORELLANA,2012,12,30.26,21.18,9.27,91.89
ECU,Ecuador,ORELLANA,2013,1,31.4,21.91,6.02,88.73
ECU,Ecuador,ORELLANA,2013,2,30.66,21.62,8.0,91.22
ECU,Ecuador,ORELLANA,2013,3,30.29,20.89,7.92,91.13
ECU,Ecuador,ORELLANA,2013,4,30.16,19.03,9.72,91.71
ECU,Ecuador,ORELLANA,2013,5,28.92,21.16,10.61,92.24
ECU,Ecuador,ORELLANA,2013,6,29.41,20.11,9.04,91.43
ECU,Ecuador,ORELLANA,2013,7,28.67,18.5,9.85,91.18
ECU,Ecuador,ORELLANA,2013,8,29.49,19.5,7.9,89.69
ECU,Ecuador,ORELLANA,2013,9,30.41,19.17,7.79,88.25
ECU,Ecuador,ORELLANA,2013,10,30.09,20.84,4.88,88.88
ECU,Ecuador,ORELLANA,2013,11,29.47,21.56,5.9,91.76
ECU,Ecuador,ORELLANA,2013,12,30.9,20.8,5.66,90.09
ECU,Ecuador,ORELLANA,2014,1,31.21,21.73,5.38,89.27
ECU,Ecuador,ORELLANA,2014,2,30.82,21.61,6.52,90.8
ECU,Ecuador,ORELLANA,2014,3,30.74,21.79,4.15,90.45
ECU,Ecuador,ORELLANA,2014,4,30.74,21.31,1.95,87.3
ECU,Ecuador,ORELLANA,2014,5,30.83,21.29,5.56,89.79
ECU,Ecuador,ORELLANA,2014,6,29.69,19.43,11.41,92.07
ECU,Ecuador,ORELLANA,2014,7,28.75,19.52,7.35,89.85
ECU,Ecuador,ORELLANA,2014,8,29.43,19.32,5.42,87.96
ECU,Ecuador,ORELLANA,2014,9,30.28,20.48,5.46,88.3
ECU,Ecuador,ORELLANA,2014,10,30.42,20.54,8.79,89.58
ECU,Ecuador,ORELLANA,2014,11,29.87,21.33,8.3,91.72
ECU,Ecuador,ORELLANA,2014,12,30.31,21.04,8.62,90.7
ECU,Ecuador,ORELLANA,2015,1,30.19,20.55,8.98,90.18
ECU,Ecuador,ORELLANA,2015,2,29.8,21.02,9.53,91.1
ECU,Ecuador,ORELLANA,2015,3,30.51,21.57,10.41,91.81
ECU,Ecuador,ORELLANA,2015,4,29.97,21.14,12.99,91.74
ECU,Ecuador,ORELLANA,2015,5,29.33,21.39,8.81,92.39
ECU,Ecuador,ORELLANA,2015,6,29.22,19.87,10.24,91.31
ECU,Ecuador,ORELLANA,2015,7,29.32,19.82,8.74,90.26
ECU,Ecuador,ORELLANA,2015,8,30.29,20.26,7.15,88.85
ECU,Ecuador,ORELLANA,2015,9,31.4,20.63,3.21,86.86
ECU,Ecuador,ORELLANA,2015,10,31.57,21.06,7.74,89.25
ECU,Ecuador,ORELLANA,2015,11,31.35,21.69,8.35,90.24
ECU,Ecuador,ORELLANA,2015,12,30.94,20.86,6.79,88.73
ECU,Ecuador,ORELLANA,2016,1,32.18,23.03,2.44,87.02
ECU,Ecuador,ORELLANA,2016,2,31.25,21.45,9.33,90.72
ECU,Ecuador,ORELLANA,2016,3,31.12,22.08,12.72,92.25
ECU,Ecuador,ORELLANA,2016,4,31.01,20.62,9.97,91.67
ECU,Ecuador,ORELLANA,2016,5,29.24,21.5,13.36,92.26
ECU,Ecuador,ORELLANA,2016,6,29.01,19.87,12.67,91.94
ECU,Ecuador,ORELLANA,2016,7,29.19,18.69,7.85,90.75
ECU,Ecuador,ORELLANA,2016,8,30.05,19.85,4.89,88.01
ECU,Ecuador,ORELLANA,2016,9,30.41,20.65,7.29,88.71
ECU,Ecuador,ORELLANA,2016,10,30.55,20.85,7.85,90.24
ECU,Ecuador,ORELLANA,2016,11,31.2,21.73,7.84,91.14
ECU,Ecuador,ORELLANA,2016,12,29.62,21.03,5.5,91.01
ECU,Ecuador,ORELLANA,2017,1,30.34,19.26,8.62,90.48
ECU,Ecuador,ORELLANA,2017,2,30.36,20.79,7.88,90.66
ECU,Ecuador,ORELLANA,2017,3,29.78,21.36,9.63,91.5
ECU,Ecuador,ORELLANA,2017,4,29.96,21.42,7.25,91.81
ECU,Ecuador,ORELLANA,2017,5,29.65,21.48,7.76,92.0
ECU,Ecuador,ORELLANA,2017,6,29.3,19.74,9.0,91.0
ECU,Ecuador,ORELLANA,2017,7,29.05,18.43,5.33,88.73
ECU,Ecuador,ORELLANA,2017,8,30.33,20.47,7.44,89.58
ECU,Ecuador,ORELLANA,2017,9,30.56,21.17,7.05,89.45
ECU,Ecuador,ORELLANA,2017,10,31.25,20.75,6.55,89.3
ECU,Ecuador,ORELLANA,2017,11,30.01,22.01,6.39,91.73
ECU,Ecuador,ORELLANA,2017,12,30.92,21.72,5.91,89.93
ECU,Ecuador,ORELLANA,2018,1,31.31,21.04,8.32,89.85
ECU,Ecuador,ORELLANA,2018,2,31.08,21.45,2.03,86.8
ECU,Ecuador,ORELLANA,2018,3,30.34,21.41,10.39,90.75
ECU,Ecuador,ORELLANA,2018,4,29.55,21.37,8.14,91.53
ECU,Ecuador,ORELLANA,2018,5,29.4,19.83,9.3,92.02
ECU,Ecuador,ORELLANA,2018,6,28.41,19.11,11.88,91.73
ECU,Ecuador,ORELLANA,2018,7,28.92,19.69,8.63,90.95
ECU,Ecuador,ORELLANA,2018,8,29.6,19.64,6.84,88.54
ECU,Ecuador,ORELLANA,2018,9,30.63,19.23,5.17,87.82
ECU,Ecuador,ORELLANA,2018,10,30.29,20.97,9.0,91.13
ECU,Ecuador,ORELLANA,2018,11,29.73,21.4,6.46,92.66
ECU,Ecuador,ORELLANA,2018,12,30.32,21.08,5.07,89.31
ECU,Ecuador,ORELLANA,2019,1,30.34,21.37,6.17,90.49
ECU,Ecuador,ORELLANA,2019,2,30.66,22.28,7.35,90.16
ECU,Ecuador,ORELLANA,2019,3,30.01,22.21,9.16,91.6
ECU,Ecuador,ORELLANA,2019,4,30.37,22.09,8.49,91.71
ECU,Ecuador,ORELLANA,2019,5,30.49,20.94,10.22,91.62
ECU,Ecuador,ORELLANA,2019,6,29.13,20.04,13.85,92.99
ECU,Ecuador,ORELLANA,2019,7,28.93,19.42,7.46,90.39
ECU,Ecuador,ORELLANA,2019,8,30.15,18.7,7.31,88.12
ECU,Ecuador,ORELLANA,2019,9,30.98,20.78,5.82,88.35
ECU,Ecuador,ORELLANA,2019,10,29.84,20.11,8.74,90.67
ECU,Ecuador,ORELLANA,2019,11,29.83,21.74,7.97,91.83
ECU,Ecuador,ORELLANA,2019,12,29.5,21.18,9.23,91.82
ECU,Ecuador,ORELLANA,2020,1,30.99,21.78,1.93,87.37
ECU,Ecuador,ORELLANA,2020,2,31.27,21.78,3.99,88.37
ECU,Ecuador,ORELLANA,2020,3,31.79,22.2,3.38,89.5
ECU,Ecuador,ORELLANA,2020,4,30.95,20.99,5.26,90.17
ECU,Ecuador,ORELLANA,2020,5,30.02,20.94,8.57,91.52
ECU,Ecuador,ORELLANA,2020,6,29.52,20.63,8.67,90.62
ECU,Ecuador,ORELLANA,2020,7,29.47,19.08,5.79,89.3
ECU,Ecuador,ORELLANA,2020,8,30.53,19.8,2.92,87.5
ECU,Ecuador,ORELLANA,2020,9,30.82,19.96,4.45,87.73
ECU,Ecuador,ORELLANA,2020,10,30.99,19.83,3.44,87.78
ECU,Ecuador,ORELLANA,2020,11,30.56,22.04,4.91,90.39
ECU,Ecuador,ORELLANA,2020,12,30.1,20.88,5.88,91.88
ECU,Ecuador,ORELLANA,2021,1,30.99,21.06,5.4,89.73
ECU,Ecuador,ORELLANA,2021,2,30.98,21.7,5.67,90.68
ECU,Ecuador,ORELLANA,2021,3,29.82,20.11,9.87,91.74
ECU,Ecuador,ORELLANA,2021,4,30.05,21.29,6.8,91.47
ECU,Ecuador,ORELLANA,2021,5,29.86,20.79,9.07,91.24
ECU,Ecuador,ORELLANA,2021,6,29.56,19.83,9.14,91.96
ECU,Ecuador,ORELLANA,2021,7,29.16,19.01,5.66,89.5
ECU,Ecuador,ORELLANA,2021,8,30.48,18.34,4.03,87.65
ECU,Ecuador,ORELLANA,2021,9,30.36,19.72,5.78,87.93
ECU,Ecuador,ORELLANA,2021,10,31.04,20.97,7.92,90.88
ECU,Ecuador,ORELLANA,2021,11,29.78,21.46,5.08,91.71
ECU,Ecuador,ORELLANA,2021,12,30.76,21.56,5.39,91.04
ECU,Ecuador,ORELLANA,2022,1,31.17,21.21,2.3,87.4
ECU,Ecuador,ORELLANA,2022,2,30.59,20.97,4.82,89.56
ECU,Ecuador,ORELLANA,2022,3,29.32,20.99,11.56,92.81
ECU,Ecuador,ORELLANA,2022,4,29.61,20.99,12.08,91.92
ECU,Ecuador,ORELLANA,2022,5,28.78,20.08,10.31,91.37
ECU,Ecuador,ORELLANA,2022,6,28.5,18.82,6.16,91.19
ECU,Ecuador,ORELLANA,2022,7,29.03,19.82,10.19,90.77
ECU,Ecuador,ORELLANA,2022,8,30.47,18.0,4.12,88.23
ECU,Ecuador,ORELLANA,2022,9,30.94,20.14,3.22,87.32
ECU,Ecuador,ORELLANA,2022,10,30.81,20.89,7.19,89.85
ECU,Ecuador,ORELLANA,2022,11,30.27,18.55,5.57,89.99
ECU,Ecuador,ORELLANA,2022,12,30.55,20.03,4.03,88.94
ECU,Ecuador,PASTAZA,2010,1,30.44,20.54,3.64,89.29
ECU,Ecuador,PASTAZA,2010,2,30.91,21.47,7.85,90.08
ECU,Ecuador,PASTAZA,2010,3,29.94,20.73,8.27,91.09
ECU,Ecuador,PASTAZA,2010,4,29.58,21.35,9.55,92.3
ECU,Ecuador,PASTAZA,2010,5,29.33,19.72,3.63,91.74
ECU,Ecuador,PASTAZA,2010,6,28.11,18.46,2.07,89.59
ECU,Ecuador,PASTAZA,2010,7,28.92,17.98,1.93,89.45
ECU,Ecuador,PASTAZA,2010,8,32.52,18.54,1.34,81.54
ECU,Ecuador,PASTAZA,2010,9,30.89,18.93,4.21,85.61
ECU,Ecuador,PASTAZA,2010,10,32.23,19.81,7.98,89.5
ECU,Ecuador,PASTAZA,2010,11,29.21,20.63,7.3,93.37
ECU,Ecuador,PASTAZA,2010,12,28.67,19.72,8.12,92.38
ECU,Ecuador,PASTAZA,2011,1,29.33,20.0,7.96,90.35
ECU,Ecuador,PASTAZA,2011,2,29.07,19.81,8.97,91.51
ECU,Ecuador,PASTAZA,2011,3,29.02,20.48,8.56,92.38
ECU,Ecuador,PASTAZA,2011,4,28.6,20.02,11.64,93.09
ECU,Ecuador,PASTAZA,2011,5,28.5,19.11,8.32,92.86
ECU,Ecuador,PASTAZA,2011,6,28.21,19.27,6.57,92.33
ECU,Ecuador,PASTAZA,2011,7,27.82,18.96,9.3,92.48
ECU,Ecuador,PASTAZA,2011,8,28.87,19.18,4.45,89.51
ECU,Ecuador,PASTAZA,2011,9,29.27,18.67,5.26,89.4
ECU,Ecuador,PASTAZA,2011,10,28.82,19.86,7.58,92.55
ECU,Ecuador,PASTAZA,2011,11,28.72,20.05,10.19,92.57
